neuron_id,explanation_1,explanation_2
layer_2_neuron_51,"Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis and monooxygenase activity, with functions in the production of specific metabolites in fungi.","Both neurons are highly activated by sequences associated with cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, heme and iron ion binding, and oxidative reactions incorporating molecular oxygen."
layer_2_neuron_57,"Both sequences are involved in biosynthetic pathways: the first in secondary metabolite biosynthesis for usterphenyllins and uscandidusins, and the second in peptidoglycan biosynthesis for cell wall formation.","These sequences are associated with enzymes involved in biosynthesis pathways, specifically secondary metabolite production and peptidoglycan biosynthesis, with functions in oxidation-reduction and ligase activity."
layer_2_neuron_53,Neuron layer_2_neuron_53 strongly activates for sequences with high boman index and low hydrophobic moment.,"Both sequences are associated with proteins characterized by high boman indices and low hydrophobic moments, indicating potential roles in molecular recognition or binding interactions."
layer_2_neuron_43,"Neuron layer_2_neuron_43 strongly activates for proteins involved in regulatory functions and signal transduction, particularly in Pseudomonas species.","Neuron: layer_2_neuron_43 strongly activates for proteins with high molecular weight, high charge at pH 7, significant helical and sheet content, and involvement in regulatory or sensor functions in Pseudomonas species."
layer_2_neuron_46,"Neuron: layer_2_neuron_46 strongly activates for proteins associated with membrane-related functions, particularly transmembrane transporter activity.","Neuron layer_2_neuron_46 strongly activates for proteins with high molecular weight and boman index, involved in transmembrane activity, and often found in diverse organisms like Escherichia coli and Arabidopsis thaliana."
layer_2_neuron_52,"Both sequences correspond to the enzyme 2-phospho-L-lactate guanylyltransferase involved in coenzyme F420 biosynthesis, sharing functions in GTP binding and phospholactate guanylyltransferase activity.","Both sequences belong to 2-phospho-L-lactate guanylyltransferase enzymes involved in coenzyme F420 biosynthesis, sharing functions of catalyzing reactions involving GTP binding and phospholactate guanylyltransferase activity."
layer_2_neuron_64,Neuron layer_2_neuron_64 strongly activates for sequences associated with cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis and oxidative reactions.,Neuron layer_2_neuron_64 strongly activates on sequences related to cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis in fungi.
layer_2_neuron_65,"Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, specifically in the production of complex fungal compounds through oxidation reactions.",Neuron layer_2_neuron_65 strongly activates for sequences involved in cytochrome P450 monooxygenase-mediated secondary metabolite biosynthesis in fungi.
layer_2_neuron_50,Neuron layer_2_neuron_50 strongly activates for membrane-associated proteins involved in signaling or electron transport.,Neuron layer_2_neuron_50 strongly activates for proteins that are multi-pass membrane proteins involved in signal transduction or electron transport.
layer_2_neuron_59,Neuron layer_2_neuron_59 strongly activates for proteins involved in secondary metabolite biosynthesis with NAD/NADP binding and oxidoreductase activity.,"Neuron layer_2_neuron_59 strongly activates for proteins involved in secondary metabolite biosynthesis with reductase activity, found in organisms like Aspergillus ustus and Pseudomonas aeruginosa."
layer_2_neuron_56,"Neuron layer_2_neuron_56 strongly activates for sequences associated with proteins involved in proteolysis and energy-dependent processes, characterized by specific molecular weights, isoelectric points, and structural fractions.",Both sequences are proteins involved in metabolic processes and exhibit a significant proportion of structured elements such as helices and sheets.
layer_2_neuron_63,Both sequences feature cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis within fungi.,Both sequences are associated with cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites in fungi.
layer_2_neuron_58,"High isoelectric point proteins with moderate hydrophobicity, significant beta-sheet content, and moderate stability.","Proteins are characterized by high isoelectric points, moderate helix and sheet fractions, and originate from Pseudomonas aeruginosa and Mycobacterium leprae."
layer_2_neuron_54,Neuron layer_2_neuron_54 strongly activates for uncharacterized proteins from Mycobacterium species with hydrolase or phosphatase activity.,"Both sequences are from Mycobacterium species, are uncharacterized proteins with hydrolase activity, and have similar structural features with notable helix, turn, and sheet fractions."
layer_2_neuron_68,"Neuron: layer_2_neuron_68 activates for proteins with hydrolase activity, high isoelectric points, and notable stability indices from Mycobacterium leprae and Pseudomonas aeruginosa.","Neuron: layer_2_neuron_68 strongly activates for proteins with high molecular weight, basic isoelectric point, and significant structural stability from Mycobacterium leprae and Pseudomonas aeruginosa."
layer_2_neuron_61,"The sequences where the neuron strongly activates share involvement in essential metabolic processes, specifically glycolysis and NAD biosynthesis, with enzymatic functions linked to carbohydrate degradation and nicotinate-nucleotide adenylyltransferase activity.","Both sequences are enzymes involved in key metabolic pathways, with the first being a fructose-bisphosphate aldolase participating in glycolysis, and the second being a nicotinate-nucleotide adenylyltransferase involved in NAD(+) biosynthesis."
layer_2_neuron_67,"The sequences activate the neuron due to their involvement in oxidative processes, specifically related to NAD(P) binding and catalytic activities within carbohydrate catabolism and secondary metabolite biosynthesis pathways.",Neuron: layer_2_neuron_67 strongly activates for sequences involved in NAD(P)-dependent enzymatic reactions within metabolic pathways.
