neuron_id,explanation_1,explanation_2
layer_2_neuron_456,"Strongly activates for proteins with high molecular weights, negative gravy scores, and significant sheet fractions.","""Strongly activates for ribosomal proteins involved in mitochondrial protein synthesis."""
layer_2_neuron_445,Strongly activates for protamines involved in DNA binding and chromatin condensation during spermatogenesis.,Strongly activates for protamines with isoelectric points of 12.0 and negative gravy scores.
layer_2_neuron_453,Strongly activates for multi-pass membrane proteins involved in transmembrane transport processes.,Strongly activates for multi-pass membrane proteins involved in transmembrane transport with high molecular weights and significant helix and sheet fractions.
layer_2_neuron_442,Strongly activates for sequences of multi-pass membrane proteins involved in mitochondrial electron transport and NADH dehydrogenase activity.,Strongly activates for mitochondrial membrane proteins with NADH dehydrogenase activity and high hydrophobicity.
layer_2_neuron_455,Strongly activates for mitochondrial membrane ATP synthase subunit 8 proteins involved in proton transmembrane transport.,Strongly activates for single-pass membrane proteins involved in proton transmembrane transport and ATP synthesis.
layer_2_neuron_446,Strongly activates for secreted proteins with antibacterial or toxin activity and negative or low gravy scores.,Strongly activates for secreted proteins with low gravy scores and high instability indices.
layer_2_neuron_461,Strongly activates for sequences of proteins functioning as membrane proteins with significant biological processes involving cell membrane regulation and transport.,"""Strongly activates for membrane proteins with a high charge at pH7 involved in cellular processes."""
layer_2_neuron_451,Strongly activates for proteins involved in the negative regulation of innate immune responses with zinc ion binding function.,"""Strongly activates for TRAF-type zinc finger domain-containing proteins with negative regulation of innate immune response and zinc ion binding."""
layer_2_neuron_454,Strongly activates for cuticle proteins with high charge and structural roles.,Strongly activates for cuticle proteins with high molecular weights and structural functions.
layer_2_neuron_463,Strongly activates for multi-pass membrane proteins involved in transmembrane transport processes with positive gravy scores.,"""Strongly activates for multi-pass membrane proteins involved in transmembrane transport."""
layer_2_neuron_460,Strongly activates for secreted peptides with negative gravy scores and high molecular weights.,Strongly activates for secreted peptides with antimicrobial or hypotensive functions and negative gravy scores.
layer_2_neuron_459,"Strongly activates for high charge proteins with low hydrophobicity, typically involved in chromatin condensation during spermatogenesis.",Strongly activates for basic proteins with high charge at pH 7 and involved in sperm DNA compaction.
layer_2_neuron_468,"Strongly activates for flagellin proteins secreted in bacterial flagella, with high instability indices and varying isoelectric points.",Strongly activates for flagellin proteins from various bacteria with a subcellular location of secreted and structural molecule activity.
layer_2_neuron_462,"""Strongly activates for multi-pass membrane proteins involved in transmembrane transport activities.""","""Strongly activates for multi-pass membrane proteins with transmembrane transporter activity."""
layer_2_neuron_469,"Strongly activates for proteins with negative gravy scores and significant helix, turn, and sheet fractions, indicating complex structural properties.",Strongly activates for proteins with low gravy scores and high instability indices involved in transcription regulation and mitochondrial ATP synthesis.
layer_2_neuron_464,Strongly activates for negatively charged membrane proteins with significant helix fractions.,"Strongly activates for proteins with notable membrane localization and diverse structural features, including multi-pass membrane proteins or significant helicity."
layer_2_neuron_467,"Strongly activates for proteins with high charge at pH 7, predominantly found in secreted or cell membrane locations.",Strongly activates for proteins with a high charge at pH 7 and significant helix fractions.
layer_2_neuron_457,Strongly activates for proteins with high cysteine content involved in metal ion binding and detoxification.,Strongly activates for metallothioneins with high cysteine content involved in metal ion binding and detoxification.
layer_2_neuron_465,Strongly activates for multidrug resistance proteins involved in sodium ion transport and antiporter activity.,"Strongly activates for proteins with significant transmembrane transport functions, particularly involved in G protein-coupled receptor signaling pathways."
layer_2_neuron_478,Strongly activates for secreted toxins exhibiting antimicrobial activity and varying instability indices.,Strongly activates for secreted peptides with antimicrobial activity and toxin properties.
